City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
475,Panama City,PA,8.9936,-79.5197,87.8,66,40,6.91,scattered clouds
476,Port Hardy,CA,50.6996,-127.4199,46.4,49,20,18.41,few clouds
477,Chicama,PE,-7.8447,-79.1469,69.8,83,100,9.22,fog
478,Dholka,IN,22.7167,72.4667,86.0,21,0,3.44,smoke
479,Aykino,RU,62.2248,49.9922,34.39,80,1,10.18,clear sky
480,Kedrovyy,RU,56.1667,91.8167,37.4,56,0,6.71,light snow
481,Vardo,NO,70.3705,31.1107,33.8,75,75,28.77,broken clouds
482,Kindu,CD,-2.95,25.95,68.09,99,96,2.33,overcast clouds
483,Whitehorse,CA,60.7161,-135.0538,28.99,42,1,13.8,clear sky
484,Auki,SB,-8.7676,160.7034,77.52,87,99,2.39,overcast clouds
485,Biswan,IN,27.5,81.0,75.87,11,0,6.44,clear sky
486,Livingston,GB,55.9029,-3.5226,30.99,93,0,2.3,clear sky
487,Portoferraio,IT,42.8115,10.3146,60.01,97,100,21.83,overcast clouds
488,Malibu,US,34.005,-118.8101,75.99,67,95,5.01,overcast clouds
489,Kholmogory,RU,64.2229,41.656,39.2,52,40,13.42,scattered clouds
490,Bilma,NE,18.6853,12.9164,84.06,8,12,9.95,few clouds
491,Opuwo,NA,-18.0607,13.84,70.92,34,2,8.28,clear sky
492,Gisborne,NZ,-38.6533,178.0042,69.03,85,59,3.49,broken clouds
493,Namibe,AO,-15.1961,12.1522,79.77,69,65,4.54,broken clouds
494,Honningsvag,NO,70.9821,25.9704,35.44,65,83,31.5,light rain
495,Iquitos,PE,-3.7481,-73.2472,82.4,83,75,9.22,broken clouds
496,Odweyne,SO,9.4092,45.064,74.32,34,11,6.04,few clouds
497,Ornskoldsvik,SE,63.2909,18.7153,26.6,86,89,2.3,overcast clouds
498,Mehamn,NO,71.0357,27.8492,33.8,80,40,28.77,light snow
499,Rio Bueno,CL,-40.3167,-72.9667,62.6,69,75,0.81,broken clouds
500,Ternate,ID,0.8,127.4,79.92,82,98,7.11,overcast clouds
501,Luanda,AO,-8.8368,13.2343,80.6,89,40,4.61,light rain
502,Prince Rupert,CA,54.3161,-130.3201,41.0,65,90,9.22,overcast clouds
503,Mayo,US,38.8876,-76.5119,71.01,60,20,8.05,few clouds
504,Aasiaat,GL,68.7098,-52.8699,27.9,81,100,7.34,overcast clouds
505,Kenora,CA,49.8167,-94.4337,39.2,93,90,9.22,overcast clouds
506,Xining,CN,36.6167,101.7667,37.47,68,59,1.34,broken clouds
507,Lithgow,AU,-33.4833,150.15,41.0,100,9,3.4,clear sky
508,Gat,IL,31.61,34.7642,55.0,69,1,5.37,clear sky
509,Kalmunai,LK,7.4167,81.8167,78.33,82,81,3.69,broken clouds
510,Farau,RO,46.3333,24.0167,43.0,75,23,6.91,light rain
511,Chaoyang,CN,41.5703,120.4586,45.14,74,62,6.35,broken clouds
512,Darhan,MN,49.4867,105.9228,22.3,40,0,3.24,clear sky
513,Praia,CV,14.9215,-23.5087,73.4,60,0,19.57,clear sky
514,Waingapu,ID,-9.6567,120.2641,75.69,83,62,4.85,broken clouds
515,Tazovskiy,RU,67.4667,78.7,31.42,98,100,14.56,light snow
516,Taguisa,PH,6.6983,124.0358,78.67,78,100,4.32,overcast clouds
517,Maniitsoq,GL,65.4167,-52.9,31.53,76,18,3.58,few clouds
518,Jurm,AF,36.8648,70.8342,47.23,59,4,4.45,clear sky
519,Bandar-E Lengeh,IR,26.5579,54.8807,78.8,73,15,4.61,few clouds
520,Jacareacanga,BR,-6.2222,-57.7528,76.51,93,78,1.32,broken clouds
521,Kahului,US,20.8947,-156.47,75.2,78,40,11.5,light rain
522,Acapulco,MX,16.8634,-99.8901,84.2,65,20,11.5,few clouds
523,Pisco,PE,-13.7,-76.2167,73.4,64,0,21.85,clear sky
524,Caranavi,BO,-15.8167,-67.55,68.0,97,99,2.28,overcast clouds
525,Clyde River,CA,70.4692,-68.5914,28.4,74,20,3.44,few clouds
526,Ust-Tsilma,RU,65.441,52.1498,34.05,72,28,12.75,scattered clouds
527,Camana,PE,-16.6228,-72.7111,69.31,77,81,7.25,broken clouds
528,Nelson Bay,AU,-32.7167,152.15,57.99,54,20,10.36,few clouds
529,Ewa Beach,US,21.3156,-158.0072,69.8,73,90,4.61,heavy intensity rain
530,Grand-Lahou,CI,5.1367,-5.0242,81.43,88,25,9.93,scattered clouds
531,Pirenopolis,BR,-15.8525,-48.9592,71.6,68,20,4.61,few clouds
532,Oudtshoorn,ZA,-33.5907,22.2014,55.4,100,20,2.3,few clouds
533,Merritt Island,US,28.5392,-80.672,64.99,94,1,5.75,clear sky
534,Ust-Ilimsk,RU,58.0006,102.6619,26.91,96,100,6.87,light snow
535,Gondanglegi,ID,-7.7479,112.0132,73.9,87,79,3.65,broken clouds
536,Vilhena,BR,-12.7406,-60.1458,73.4,94,75,12.66,broken clouds
537,Mataram,ID,-8.5833,116.1167,75.2,100,20,5.55,few clouds
538,Hasaki,JP,35.7333,140.8333,54.0,76,20,4.61,few clouds
539,Ayan,RU,56.45,138.1667,15.24,71,85,10.67,overcast clouds
540,Faya,SA,18.3851,42.4509,62.6,44,0,0.89,clear sky
541,North Bend,US,43.4065,-124.2243,55.99,62,1,26.46,clear sky
542,Nagai,JP,38.1036,140.035,44.01,77,2,0.85,clear sky
543,Zeerust,ZA,-25.5369,26.0751,60.8,77,0,5.75,clear sky
544,Byron Bay,AU,-28.65,153.6167,60.8,44,0,9.22,clear sky
545,Xai-Xai,MZ,-25.0519,33.6442,69.46,89,0,6.78,clear sky
546,Pacifica,US,37.6138,-122.4869,59.0,76,1,18.41,haze
547,Wanning,CN,18.8003,110.3967,73.22,85,79,3.47,broken clouds
548,Kingsville,US,27.5159,-97.8561,91.4,48,1,13.8,clear sky
549,Pokaran,IN,26.9167,71.9167,81.1,9,0,2.55,clear sky
550,Cavalcante,BR,-13.7975,-47.4583,69.71,83,99,3.18,overcast clouds
551,Samarkand,UZ,39.6542,66.9597,46.4,57,0,9.22,clear sky
552,Kathmandu,NP,27.7167,85.3167,57.2,58,40,3.44,scattered clouds
553,Samarai,PG,-10.6167,150.6667,80.76,62,30,7.7,scattered clouds
554,Zhanakorgan,KZ,43.9098,67.2495,48.76,78,97,5.46,overcast clouds
555,Turayf,SA,31.6725,38.6637,48.2,71,0,6.91,clear sky
556,Nalut,LY,30.3333,10.85,77.85,19,88,18.88,overcast clouds
557,Krasnyy Chikoy,RU,50.3643,108.7512,19.31,53,5,4.79,clear sky
558,Tadine,NC,-21.55,167.8833,79.02,82,77,5.3,broken clouds
559,Vagur,FO,61.4732,-6.8119,37.87,52,53,9.82,broken clouds
560,Blackwater,AU,-23.5833,148.8833,63.61,29,0,14.23,clear sky
561,San Miguel,SV,13.4833,-88.1833,93.18,43,5,9.86,clear sky
562,Karratha,AU,-20.7377,116.8463,82.27,78,59,6.31,broken clouds
563,Tchibanga,GA,-2.85,11.0333,74.41,84,99,1.21,overcast clouds
564,Barabai,ID,-2.5833,115.3833,73.02,95,96,1.61,overcast clouds
565,Novoagansk,RU,61.9449,76.6625,37.44,99,100,11.25,light rain
566,Nicoya,CR,10.1483,-85.452,86.0,66,75,14.97,broken clouds
567,Shiyan,CN,32.6475,110.7781,51.69,80,87,2.82,overcast clouds
568,Amurzet,RU,47.6967,131.0981,42.04,87,100,5.28,overcast clouds
569,Karasuyama,JP,36.65,140.15,48.2,81,20,3.44,few clouds
570,Santa Fe,AR,-31.6333,-60.7,66.0,73,92,6.49,overcast clouds
571,Mastic Beach,US,40.7668,-72.8521,48.99,100,100,5.99,overcast clouds
572,Vidalia,US,32.2177,-82.4135,75.2,57,40,13.8,scattered clouds
573,Basco,PH,20.4487,121.9702,76.71,82,48,19.57,scattered clouds
574,Antibes,FR,43.5624,7.1278,57.2,82,75,5.75,broken clouds
575,Songjianghe,CN,42.1859,127.479,49.08,52,100,6.69,overcast clouds
576,Digoin,FR,46.4812,3.9795,39.99,93,75,8.05,broken clouds
577,Dukat,RU,62.55,155.55,-8.81,94,98,6.49,overcast clouds
578,Isiro,CD,2.7739,27.616,64.85,98,100,1.19,overcast clouds
579,Naze,JP,28.3667,129.4833,69.8,73,20,17.27,few clouds
580,Ostrovnoy,RU,68.0531,39.5131,32.04,80,79,27.56,broken clouds
581,Senador Jose Porfirio,BR,-2.5908,-51.9542,74.75,95,91,1.88,overcast clouds
582,Hambantota,LK,6.1241,81.1185,77.97,82,93,2.3,overcast clouds
583,Tabligbo,TG,6.5833,1.5,84.2,84,20,9.22,few clouds
584,Khilok,RU,51.3674,110.4676,13.6,65,1,3.44,clear sky
585,Capim Grosso,BR,-11.3811,-40.0128,79.25,55,100,11.5,overcast clouds
586,Paamiut,GL,61.994,-49.6678,34.25,78,6,3.71,clear sky
587,San Andres,CO,12.5847,-81.7006,84.2,79,20,9.22,few clouds
588,Margate,GB,51.3813,1.3862,37.99,71,92,4.72,overcast clouds
589,Zafra,ES,38.4167,-6.4167,57.0,77,65,2.59,broken clouds
590,Port Augusta,AU,-32.5,137.7667,52.0,81,100,3.44,overcast clouds
591,Dabakala,CI,8.3667,-4.4333,84.36,53,41,5.75,scattered clouds
592,Leningradskiy,RU,69.3833,178.4167,-5.04,83,9,5.82,clear sky
593,Zhangjiakou,CN,40.81,114.8794,48.2,52,85,2.42,overcast clouds
594,Akonolinga,CM,3.7667,12.25,67.37,98,100,6.22,moderate rain
595,Pelotas,BR,-31.7719,-52.3425,66.99,85,92,5.99,light rain
596,Joshimath,IN,30.5667,79.5667,47.93,38,2,8.93,clear sky
597,Chumphon,TH,10.3333,98.8333,71.69,95,97,2.06,overcast clouds
598,Palauig,PH,15.435,119.9045,78.06,70,57,3.74,broken clouds
599,Saint-Pierre,RE,-21.3393,55.4781,77.0,73,0,4.61,clear sky
600,Sisophon,KH,13.5859,102.9737,78.4,83,84,5.03,broken clouds
601,Nemuro,JP,43.3236,145.575,37.92,82,3,10.56,clear sky
602,Quatre Cocos,MU,-20.2078,57.7625,78.01,94,75,6.91,light rain
603,Oranjemund,NA,-28.55,16.4333,63.05,74,0,4.05,clear sky
604,San Lawrenz,MT,36.0553,14.204,59.0,88,20,16.11,few clouds
605,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,82.4,74,40,5.75,scattered clouds
606,Elizabeth City,US,36.2946,-76.2511,77.0,53,20,9.22,few clouds
607,Itoman,JP,26.1247,127.6694,69.8,73,20,10.36,few clouds
608,Kakonko,TZ,-3.2828,30.9642,62.19,97,35,3.04,scattered clouds
609,Usinsk,RU,65.9939,57.5281,33.84,75,76,23.64,broken clouds
610,Ferkessedougou,CI,9.6,-5.2,85.37,37,68,5.32,broken clouds
611,Sabinas Hidalgo,MX,26.5,-100.1667,93.72,31,60,10.02,broken clouds
612,Nizhniy Kuranakh,RU,58.8353,125.4869,10.92,93,100,8.34,light snow
613,Hearst,CA,49.6835,-83.6665,42.8,93,100,8.05,overcast clouds
614,San Pedro De Macoris,DO,18.4616,-69.2972,82.4,74,40,6.91,scattered clouds
615,Nowe Miasto Lubawskie,PL,53.4208,19.5952,57.0,61,94,4.0,overcast clouds
616,Jacksonville,US,30.3322,-81.6556,69.8,83,75,11.5,broken clouds
617,Northam,GB,51.0333,-4.2167,42.01,72,5,7.0,clear sky
618,Pec,XK,42.6591,20.2883,44.6,61,0,2.3,clear sky
619,Lamu,KE,-2.2717,40.902,82.4,83,40,6.91,scattered clouds
620,Umm Kaddadah,SD,13.6017,26.6876,75.02,13,58,16.46,broken clouds
621,Port Moresby,PG,-9.4431,147.1797,78.8,83,20,5.75,haze
622,Galich,RU,58.3797,42.3475,33.03,97,53,1.99,broken clouds
623,Vryburg,ZA,-26.9566,24.7284,68.63,34,0,5.23,clear sky
624,Hirara,JP,24.8,125.2833,71.6,83,75,8.05,broken clouds
625,Madang,PG,-5.2246,145.7966,76.95,90,96,3.15,overcast clouds
626,Naryan-Mar,RU,67.6713,53.087,31.48,88,100,21.9,overcast clouds
627,Parrita,CR,9.5201,-84.3225,73.4,73,75,4.61,broken clouds
628,Barcelona,ES,41.3888,2.159,54.0,94,75,13.8,broken clouds
629,Sangar,RU,63.9242,127.4739,-0.36,81,41,1.74,scattered clouds
630,Tra Vinh,VN,9.9347,106.3453,80.17,79,79,9.13,broken clouds
631,Vaitape,PF,-16.5167,-151.75,82.36,71,100,10.67,overcast clouds
632,Westport,US,41.1415,-73.3579,50.0,93,90,18.41,light rain
633,Launceston,AU,-41.45,147.1667,46.4,71,90,2.3,overcast clouds
634,Tura,IN,25.5198,90.2201,74.88,53,81,5.14,broken clouds
635,Lerwick,GB,60.1545,-1.1494,35.6,75,63,9.22,broken clouds
636,Rodrigues Alves,BR,-7.738,-72.6509,87.8,70,40,2.3,scattered clouds
637,Tomatlan,MX,19.9333,-105.25,84.34,45,79,10.51,broken clouds
638,Grindavik,IS,63.8424,-22.4338,37.4,87,75,16.11,light rain
639,Raga,SS,8.4596,25.678,85.26,30,100,3.53,overcast clouds
640,Kudahuvadhoo,MV,2.6708,72.8944,82.6,72,25,6.02,scattered clouds
641,Benin,BJ,9.5,2.25,83.93,44,83,5.79,broken clouds
642,The Pas,CA,53.8251,-101.2541,32.0,74,90,6.91,light snow
643,Bentiu,SS,9.2333,29.8333,86.7,22,50,3.83,scattered clouds
644,Shangrao,CN,28.4532,117.9686,61.07,99,92,2.24,light rain
645,Almeirim,BR,-1.5233,-52.5817,76.89,89,72,1.25,broken clouds
646,Mutata,CO,7.2441,-76.4356,80.01,92,100,0.6,moderate rain
647,Yablonovo,RU,50.8523,37.3574,48.2,46,75,13.42,broken clouds
648,Adrar,MR,20.5022,-10.0711,80.24,17,21,12.57,few clouds
649,Hobyo,SO,5.3505,48.5268,81.99,62,39,11.41,scattered clouds
650,Viisoara,RO,46.55,23.9167,46.4,61,0,3.44,clear sky
651,Kangaatsiaq,GL,68.3065,-53.4641,30.85,79,100,7.96,overcast clouds
652,Tommot,RU,58.9564,126.2925,12.52,92,100,9.6,light snow
653,Roblin,CA,51.23,-101.3565,36.93,74,100,18.03,overcast clouds
654,Pondicherry,IN,11.93,79.83,81.77,72,72,4.94,broken clouds
655,Alugan,PH,12.2188,125.4808,77.47,86,100,7.2,overcast clouds
656,Charters Towers,AU,-20.1,146.2667,70.5,44,1,17.52,clear sky
657,Bonthe,SL,7.5264,-12.505,80.98,85,10,7.38,clear sky
658,Lebedyn,UA,50.5852,34.4849,44.4,64,100,7.63,overcast clouds
659,Inhambane,MZ,-23.865,35.3833,72.81,82,0,7.31,clear sky
660,Te Anau,NZ,-45.4167,167.7167,52.83,89,81,1.23,broken clouds
661,Coahuayana,MX,18.7333,-103.6833,84.2,48,40,13.8,scattered clouds
662,Nouadhibou,MR,20.931,-17.0347,68.0,68,0,17.27,clear sky
663,Savelugu,GH,9.6244,-0.8253,87.17,41,79,12.73,broken clouds
664,Meulaboh,ID,4.1363,96.1285,77.29,86,96,3.49,overcast clouds
665,Verkhoyansk,RU,67.5447,133.385,-10.77,99,96,2.82,overcast clouds
666,Presidente Epitacio,BR,-21.7633,-52.1156,80.44,32,0,6.33,clear sky
667,Barsovo,RU,61.1667,73.1667,39.2,100,75,11.18,broken clouds
668,Ofaqim,IL,31.3141,34.6203,54.0,69,0,6.49,clear sky
669,Swan Hill,AU,-35.3378,143.5544,49.35,75,1,6.85,clear sky
670,Broken Hill,AU,-31.95,141.4333,46.4,61,15,2.3,few clouds
671,Turka,UA,49.1541,23.0297,50.0,53,99,5.3,overcast clouds
672,Jimenez,MX,28.3333,-105.4,86.0,9,75,9.22,broken clouds
673,Marienburg,PL,54.0359,19.0266,57.0,64,100,14.41,overcast clouds
674,Lazaro Cardenas,MX,17.9583,-102.2,82.4,57,44,11.68,scattered clouds
675,Polunochnoye,RU,60.8697,60.4153,32.97,93,64,4.68,broken clouds
676,Pleasanton,US,37.6624,-121.8747,79.0,25,1,5.75,clear sky
677,Laguna,US,38.421,-121.4238,82.99,14,1,4.61,clear sky
678,Sioux Lookout,CA,50.1001,-91.917,37.4,93,90,9.22,mist
679,Manjacaze,MZ,-24.7117,33.8828,66.47,93,0,5.59,clear sky
680,Chokwe,MZ,-24.5333,32.9833,69.39,86,0,5.64,clear sky
681,Chiredzi,ZW,-21.05,31.6667,66.7,69,0,3.04,clear sky
682,Kristiinankaupunki,FI,62.2743,21.376,35.29,66,99,7.07,overcast clouds
683,Safaga,EG,26.7292,33.9365,62.6,31,0,9.22,clear sky
684,Verkhnyaya Inta,RU,65.9811,60.3094,32.54,88,62,22.03,broken clouds
685,Cap Malheureux,MU,-19.9842,57.6142,78.01,82,97,3.0,light rain
686,Rayong,TH,12.8333,101.4333,82.0,95,100,1.41,overcast clouds
687,Wright,US,45.1833,-93.9502,55.4,71,100,6.91,overcast clouds
688,Paracuru,BR,-3.41,-39.0306,79.0,78,100,8.5,overcast clouds
689,Melilla,ES,35.2937,-2.9383,64.4,63,0,8.05,clear sky
690,Chak Jhumra,PK,31.5678,73.1835,78.53,24,86,11.3,overcast clouds
691,Carlyle,US,38.6103,-89.3726,66.0,37,31,8.99,scattered clouds
692,Saint-Maximin-La-Sainte-Baume,FR,43.4521,5.8622,53.01,100,100,6.69,overcast clouds
693,Ilo,PE,-17.6394,-71.3375,68.76,75,51,7.99,broken clouds
694,Susangerd,IR,31.5608,48.1831,73.4,43,20,2.3,few clouds
695,Cockburn Town,TC,21.4612,-71.1419,78.8,61,40,11.5,scattered clouds
696,Moldava Nad Bodvou,SK,48.6143,20.9996,53.01,62,0,2.3,clear sky
697,Udachnyy,RU,66.4167,112.4,-15.59,93,73,4.18,broken clouds
698,Diego De Almagro,CL,-26.3667,-70.05,72.34,32,1,7.85,clear sky
699,Hondo,JP,32.45,130.2,57.2,77,75,3.44,broken clouds
700,Langsa,ID,4.4683,97.9683,73.36,95,48,1.61,scattered clouds
701,Ambilobe,MG,-13.2,49.05,73.27,92,95,2.44,overcast clouds
702,Strezhevoy,RU,60.7333,77.5889,39.2,87,90,8.95,light rain
703,Acarau,BR,-2.8856,-40.12,79.57,82,100,11.41,overcast clouds
704,Esmeraldas,BR,-19.7625,-44.3139,75.2,46,0,5.75,clear sky
705,Havoysund,NO,70.9963,24.6622,30.2,93,75,17.27,light snow
706,Solnechnyy,RU,50.7214,136.6319,32.23,65,99,2.19,overcast clouds
707,Bilibino,RU,68.0546,166.4372,-7.56,76,21,0.56,few clouds
708,Santa Vitoria,BR,-18.8386,-50.1214,75.72,35,0,1.7,clear sky
709,Muana,BR,-1.5283,-49.2167,77.07,90,92,5.08,moderate rain
710,Lompoc,US,34.6391,-120.4579,62.6,55,83,14.97,broken clouds
711,Jinchang,CN,38.4953,102.1739,42.35,70,0,4.07,clear sky
712,Komsomolets,KZ,53.7453,62.0708,34.74,80,10,7.54,clear sky
